datum_snapshot,datum_slot,uhrzeit_slot,dauer_minuten,court,preis,status,tage_im_voraus
2026-05-20T00:59:01,2026-05-20,08:00,60,Indoor 2,30.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:00,120,Indoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:00,60,Indoor 2,30.0,frei,0
2026-05-20T00:59:01,2026-05-20,12:00,90,Indoor 2,45.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:00,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:00,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:00,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:00,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:30,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:30,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:30,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,08:30,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:00,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:00,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:00,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:00,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:30,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:30,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:30,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,09:30,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:00,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:00,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:00,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:00,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:30,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:30,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:30,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,10:30,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:00,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:00,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:00,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:00,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:30,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:30,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:30,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,11:30,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,12:00,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,12:00,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,12:00,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,12:30,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,12:30,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,12:30,150,Outdoor 2,60.0,frei,0
2026-05-20T00:59:01,2026-05-20,13:00,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,13:00,120,Outdoor 2,48.0,frei,0
2026-05-20T00:59:01,2026-05-20,13:30,90,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,14:00,60,Outdoor 2,24.0,frei,0
2026-05-20T00:59:01,2026-05-20,17:00,60,Outdoor 2,36.0,frei,0
2026-05-20T00:59:01,2026-05-20,17:00,90,Outdoor 2,54.0,frei,0
2026-05-20T00:59:01,2026-05-20,17:00,150,Outdoor 2,90.0,frei,0
2026-05-20T00:59:01,2026-05-20,18:00,90,Outdoor 2,54.0,frei,0
